relevance	has_pdf	year	doi	title	why	model	run_id
no	yes	2021	10.3390/biomedicines9070709	Porcine Decellularized Diaphragm Hydrogel: A New Option for Skeletal Muscle Malformations	Diaphragm hydrogel, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1080/15476278.2022.2061263	Hepatocyte Differentiation from iPSCs or MSCs in Decellularized Liver Scaffold: Cell-ECM Adhesion, Spatial Distribution, and Hepatocyte Maturation Profile	Liver scaffold differentiation, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.colsurfb.2022.112691	A photocrosslinking antibacterial decellularized matrix hydrogel with nanofiber for cutaneous wound healing	Wound healing hydrogel, not culture medium	deepseek-chat	20260715T011514
no	yes	2024	10.3389/fbioe.2023.1304030	Bioactive decellularized extracellular matrix-based hydrogel supports human adipose tissue-derived stem cell maintenance and fibrocartilage phenotype	hASC maintenance, not expansion medium	deepseek-chat	20260715T011514
no	no	2021	10.3389/fbioe.2021.712262	Current Advances in the Development of Decellularized Plant Extracellular Matrix	Plant scaffold, not medium components	deepseek-chat	20260715T011514
no	no	2024	10.1002/adfm.202401952	Photo-Responsive Decellularized Small Intestine Submucosa Hydrogels	Hydrogel scaffold, not culture medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.msec.2020.111579	The development of marine biomaterial derived from decellularized squid mantle for potential application as tissue engineered urinary conduit	Urinary conduit scaffold, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.msec.2020.111659	Fibroblast cell derived extracellular matrix containing electrospun scaffold as a hybrid biomaterial to promote in vitro endothelial cell expansion and functionalization	Endothelial cell expansion scaffold	deepseek-chat	20260715T011514
no	no	2022	10.1155/2022/6884370	Proteomic Analysis of Decellularized Extracellular Matrix: Achieving a Competent Biomaterial for Osteogenesis	Osteogenesis ECM, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1080/09205063.2022.2102275	Construction of a decellularized spinal cord matrix/GelMA composite scaffold and its effects on neuronal differentiation of neural stem cells	Neural stem cell scaffold	deepseek-chat	20260715T011514
no	no	2021	10.1002/jbm.a.37133	Human decellularized adipose matrix derived hydrogel assists mesenchymal stem cells delivery and accelerates chronic wound healing	ASC delivery hydrogel, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1002/bab.2348	Characterization of decellularized chicken skin as a tissue engineering scaffold	Chicken skin scaffold characterization	deepseek-chat	20260715T011514
no	yes	2022	10.1007/s42235-022-00191-3	A Novel Method to Improve the Physical Property and Biocompatibility of Decellularized Heart Valve Scaffold with Sericin and Polydopamine	Heart valve scaffold, not muscle medium	deepseek-chat	20260715T011514
no	yes	2021	10.1016/j.cej.2021.131624	MicroRNA-126 from stem cell extracellular vesicles encapsulated in a tri-layer hydrogel scaffold promotes bladder angiogenesis by activating CXCR4/SDF-1α pathway	Bladder scaffold, not culture medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.actbio.2024.04.026	Decellularized kidney extracellular matrix-based hydrogels for renal tissue engineering	Kidney hydrogel, not muscle medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.msec.2020.111604	Decellularized bone matrix/oleoyl chitosan derived supramolecular injectable hydrogel promotes efficient bone integration	Bone hydrogel, not culture medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.jbiosc.2024.10.009	Evaluation methods for decellularized tissues: A focus on human amniotic membrane	Decellularized tissue evaluation, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1002/adhm.202100024	Bioactive Decellularized Extracellular Matrix Derived from 3D Stem Cell Spheroids under Macromolecular Crowding Serves as a Scaffold for Tissue Engineering	dECM scaffold, not culture medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.bioactmat.2024.11.026	3D bioprinting of engineered exosomes secreted from M2-polarized macrophages through immunomodulatory biomaterial promotes in vivo wound healing and angiogenesis	Wound healing hydrogel, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.cej.2021.130926	Mechanically-reinforced and highly adhesive decellularized tissue-derived hydrogel for efficient tissue repair	Tissue repair hydrogel, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.actbio.2025.05.071	Native and decellularized porcine vena cava: Biomechanical and microstructural comparison	Vena cava biomechanics, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.biomaterials.2022.121436	Decellularized skeletal muscle: A versatile biomaterial in tissue engineering and regenerative medicine	Skeletal muscle ECM review, not medium	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.apmt.2019.100469	Generating ready-to-implant anisotropic menisci by 3D-bioprinting protein-releasing cell-laden hydrogel-polymer composite scaffold	Scaffold for meniscus, not medium	deepseek-chat	20260715T011514
no	yes	2022	10.3390/gels8030179	Natural Hydrogel-Based Bio-Inks for 3D Bioprinting in Tissue Engineering: A Review	Bio-ink review, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1177/22808000241310684	Advancements in biomaterials and scaffold design for tendon repair and regeneration	Tendon repair scaffolds, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1007/s13770-024-00649-x	Desktop-Stereolithography 3D Printing of a Decellularized Extracellular Matrix/Mesenchymal Stem Cell Exosome Bioink for Vaginal Reconstruction	Vaginal reconstruction bioink, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1002/adhm.202501357	Shear-Induced Patterning of Decellularized Skeletal Muscle Extracellular Matrix for Enhanced Myogenesis	dECM scaffold for myogenesis, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1080/09205063.2021.2002235	VEGF loaded porcine decellularized adipose tissue derived hydrogel could enhance angiogenesis in vitro and in vivo	VEGF hydrogel for angiogenesis, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1002/jbm.a.37166	Pro-angiogenic decellularized vessel matrix gel modified by silk fibroin for rapid vascularization of tissue engineering scaffold	Vascularization scaffold, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.msec.2020.111791	Decellularized nerve matrix hydrogel scaffolds with longitudinally oriented and size-tunable microchannels for peripheral nerve regeneration	Nerve regeneration scaffold, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/adem.202302148	Emerging Strategies for Optimizing Cell-Derived Decellularized Extracellular Matrix Scaffolds in Tissue Engineering	dECM scaffold optimization, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/mabi.202400035	High Throughput Bioprinting Using Decellularized Adipose Tissue-Based Hydrogels for 3D Breast Cancer Modeling	Breast cancer model, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.biomaterials.2020.120477	Therapeutic effect of decellularized extracellular matrix-based hydrogel for radiation esophagitis by 3D printed esophageal stent	Radiation esophagitis, not muscle cell culture	deepseek-chat	20260715T011514
no	yes	2021	10.3390/ijms222111600	Suture Fiber Reinforcement of a 3D Printed Gelatin Scaffold for Its Potential Application in Soft Tissue Engineering	Gelatin scaffold, not medium for muscle	deepseek-chat	20260715T011514
no	yes	2024	10.3390/bioengineering11020183	Unlocking the Promise of Decellularized Pancreatic Tissue: A Novel Approach to Support Angiogenesis in Engineered Tissue	Pancreatic ECM, not muscle cell medium	deepseek-chat	20260715T011514
no	yes	2019	10.3389/fbioe.2019.00211	Decellularized Adipose Tissue Hydrogel Promotes Bone Regeneration in Critical-Sized Mouse Femoral Defect Model	Bone regeneration, not muscle cell medium	deepseek-chat	20260715T011514
no	no	2024	10.1007/s10439-024-03448-6	Preparation of Decellularized Tissue as Dual Cell Carrier Systems: A Step Towards Facilitating Re-epithelization and Cell Encapsulation for Tracheal Reconstruction	Tracheal reconstruction, not muscle medium	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.msec.2020.111160	Decellularized hepatic extracellular matrix hydrogel attenuates hepatic stellate cell activation and liver fibrosis	Liver fibrosis, not muscle cell medium	deepseek-chat	20260715T011514
no	no	2025	10.1007/s40883-024-00341-5	A Review on the Biomaterials Fabricated for Cardiac Tissue Engineering Using Decellularized Extracellular Matrix	Cardiac tissue, not muscle cell medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.bioactmat.2023.09.017	Decellularized extracellular matrix biomaterials for regenerative therapies: Advances, challenges and clinical prospects	General ECM review, not medium focus	deepseek-chat	20260715T011514
no	no	2020	10.1016/j.scib.2020.04.012	Biomaterial scaffold-based local drug delivery systems for cancer immunotherapy	Cancer immunotherapy, not muscle medium	deepseek-chat	20260715T011514
no	yes	2025	10.1039/d5bm00394f	Functionalization of viscoelastic gels with decellularized extracellular matrix microparticles enhances tissue adhesion, cell spreading, and tissue regeneration	dECM gels, not culture medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.tice.2021.101614	Preparation and characterization of decellularized rooster comb as a scaffold for tissue engineering applications	Scaffold for tissue engineering, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.matdes.2025.114556	Low-temperature 3D-printed Aloe vera/fish-derived decellularized ECM biocomposites for wound dressing application: fabrication, characterization, and in vitro evaluation	Wound dressing scaffold, not culture medium	deepseek-chat	20260715T011514
no	yes	2024	10.1186/s13018-024-05017-y	Repair of annulus fibrosus defects using decellularized annulus fibrosus matrix/chitosan hybrid hydrogels	Annulus fibrosus repair scaffold, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.actbio.2025.09.051	Fabrication of granular decellularized extracellular matrix hydrogels for wound repair	Wound repair hydrogel, not culture medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.bioadv.2025.214654	3D-bioprinted dual-crosslinked oxidized gellan gum-decellularized human amniotic membrane hydrogels reinforced with aminolyzed electrospun nanofibers for cartilage regeneration	Cartilage regeneration scaffold, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/adma.202309843	Extracellular Matrix Scaffold-Assisted Tumor Vaccines Induce Tumor Regression and Long-Term Immune Memory	Cancer vaccine scaffold, not culture medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.actbio.2021.03.074	Development of a decellularized meniscus matrix-based nanofibrous scaffold f or meniscus tissue engineering	Meniscus tissue scaffold, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1002/smsc.202400335	Decellularized Cell-Secreted Extracellular Matrices as Biomaterials for Tissue Engineering	ECM biomaterials review, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.actbio.2024.06.020	Decellularized extracellular matrix-decorated 3D nanofiber scaffolds enhance cellular responses and tissue regeneration	Nanofiber scaffold for regeneration, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1021/acsbiomaterials.4c01764	Decellularized Extracellular Matrix Scaffolds: Recent Advances and Emerging Strategies in Bone Tissue Engineering	Bone tissue engineering scaffold, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1007/s42765-026-00688-0	Ion-Induced Alignment and Locking Fabricates Strong Fibers from Disordered Decellularized Matrix	Decellularized matrix fiber fabrication	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.actbio.2024.04.040	Understanding the multi-functionality and tissue-specificity of decellularized dental pulp matrix hydrogels for endodontic regeneration	Dental pulp regeneration hydrogel	deepseek-chat	20260715T011514
no	no	2020	10.1002/term.3050	Decellularized nerve matrix hydrogel and glial-derived neurotrophic factor modifications assisted nerve repair with decellularized nerve matrix scaffolds	Nerve repair scaffold modification	deepseek-chat	20260715T011514
no	no	2026	10.1093/rb/rbaf122	Biomimetic bilayer hydrogel coating with antithrombotic and anticalcification properties for cardiovascular tissue engineering application	Cardiovascular coating, not muscle medium	deepseek-chat	20260715T011514
no	no	2025	10.1002/adhm.202502107	Extracellular-Matrix-Based Materials from Decellularized Tissue: Opportunities, Challenges, and Future Directions in Regenerative Medicine	Review of dECM for regeneration	deepseek-chat	20260715T011514
no	yes	2019	10.3390/nano9040497	Injectable Alginate-Peptide Composite Hydrogel as a Scaffold for Bone Tissue Regeneration	Bone scaffold, not muscle medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.ijbiomac.2025.148449	Directional biofabrication using collagen-based decellularized extracellular matrix bioink for multi-layered cellular alignment in tissue constructs	Biofabrication alignment, not medium	deepseek-chat	20260715T011514
no	yes	2021	10.1371/journal.pone.0245685	Brain organoid formation on decellularized porcine brain ECM hydrogels	Brain organoid scaffold, not medium	deepseek-chat	20260715T011514
no	no	2019	10.1002/jbm.b.34261	Biocompatibility of injectable hydrogel from decellularized human adipose tissue in vitro and in vivo	Adipose hydrogel biocompatibility	deepseek-chat	20260715T011514
